Local time,Open,High,Low,Close,Volume
03.05.2024 15:00:00.000 GMT+0100,2290.205,2303.572,2287.785,2290.315,1808980.0030000003
03.05.2024 15:15:00.000 GMT+0100,2290.382,2290.596,2283.525,2286.985,2817890.0034000003
03.05.2024 15:30:00.000 GMT+0100,2286.985,2290.732,2283.575,2288.352,2493929.9896
03.05.2024 15:45:00.000 GMT+0100,2288.365,2295.155,2286.772,2291.515,1591869.9875999999
03.05.2024 16:00:00.000 GMT+0100,2291.535,2295.032,2289.965,2293.705,1428520.0238
03.05.2024 16:15:00.000 GMT+0100,2293.705,2296.282,2291.945,2292.025,1339390.0021999998
03.05.2024 16:30:00.000 GMT+0100,2292.025,2299.282,2292.025,2298.315,954039.9984000002
03.05.2024 16:45:00.000 GMT+0100,2298.376,2298.695,2292.852,2294.035,517399.9965999999
03.05.2024 17:00:00.000 GMT+0100,2294.035,2296.115,2293.145,2296.025,424880.00539999997
03.05.2024 17:15:00.000 GMT+0100,2295.972,2298.885,2295.005,2297.555,714059.9974999999
03.05.2024 17:30:00.000 GMT+0100,2297.515,2299.565,2296.885,2297.266,715369.9977000001
03.05.2024 17:45:00.000 GMT+0100,2297.266,2300.532,2296.806,2299.562,576640.0043
03.05.2024 18:00:00.000 GMT+0100,2299.545,2299.765,2296.555,2297.765,313220.00000000006
03.05.2024 18:15:00.000 GMT+0100,2297.852,2300.235,2297.155,2300.035,260360.0006
03.05.2024 18:30:00.000 GMT+0100,2300.005,2302.142,2299.565,2300.675,283430.0016999999
03.05.2024 18:45:00.000 GMT+0100,2300.675,2303.415,2300.275,2302.355,306840.00169999996
03.05.2024 19:00:00.000 GMT+0100,2302.385,2303.245,2300.555,2301.115,424769.9996
03.05.2024 19:15:00.000 GMT+0100,2301.135,2301.315,2298.575,2298.645,224719.99839999998
03.05.2024 19:30:00.000 GMT+0100,2298.635,2299.325,2297.605,2298.715,239099.99909999996
03.05.2024 19:45:00.000 GMT+0100,2298.776,2300.065,2298.395,2299.575,287800.00380000006
03.05.2024 20:00:00.000 GMT+0100,2299.582,2299.615,2296.295,2297.315,369889.99980000005
03.05.2024 20:15:00.000 GMT+0100,2297.215,2300.435,2296.605,2298.935,308069.99549999996
03.05.2024 20:30:00.000 GMT+0100,2298.935,2300.535,2298.125,2299.315,304069.99679999996
03.05.2024 20:45:00.000 GMT+0100,2299.315,2301.705,2299.315,2301.635,266309.999
03.05.2024 21:00:00.000 GMT+0100,2301.635,2302.735,2301.195,2302.405,214949.99820000003
03.05.2024 21:15:00.000 GMT+0100,2302.285,2303.675,2301.135,2301.215,215779.9993
03.05.2024 21:30:00.000 GMT+0100,2301.185,2302.542,2300.985,2302.535,275770.0021
03.05.2024 21:45:00.000 GMT+0100,2302.522,2303.562,2301.715,2302.895,373389.9978
03.05.2024 22:00:00.000 GMT+0100,2302.895,2302.895,2302.895,2302.895,0
03.05.2024 22:15:00.000 GMT+0100,2302.895,2302.895,2302.895,2302.895,0
03.05.2024 22:30:00.000 GMT+0100,2302.895,2302.895,2302.895,2302.895,0
03.05.2024 22:45:00.000 GMT+0100,2302.895,2302.895,2302.895,2302.895,0
